id_cliente;edad;importe_solicitado;duracion_credito;antiguedad_empleado;ingresos;pct_ingreso;tasa_interes;estado_credito;antiguedad_cliente;gastos_ult_12m;limite_credito_tc;operaciones_ult_12m;personas_a_cargo;situacion_vivienda_ALQUILER;situacion_vivienda_HIPOTECA;situacion_vivienda_OTROS;situacion_vivienda_PROPIA;objetivo_credito_EDUCACIÓN;objetivo_credito_INVERSIONES;objetivo_credito_MEJORAS_HOGAR;objetivo_credito_PAGO_DEUDAS;objetivo_credito_PERSONAL;objetivo_credito_SALUD;falta_pago_N;falta_pago_Y;regla_pct_ingresos_ok;estado_civil_CASADO;estado_civil_DESCONOCIDO;estado_civil_DIVORCIADO;estado_civil_SOLTERO;estado_cliente_ACTIVO;estado_cliente_PASIVO;genero_F;genero_M;nivel_educativo_DESCONOCIDO;nivel_educativo_POSGRADO_COMPLETO;nivel_educativo_POSGRADO_INCOMPLETO;nivel_educativo_SECUNDARIO_COMPLETO;nivel_educativo_UNIVERSITARIO_COMPLETO;nivel_educativo_UNIVERSITARIO_INCOMPLETO
714940608.0;22;18000;4;1.0;52000;0.35;13.85;1;36.0;2057.0;2686.0;53.0;2.0;True;False;False;False;False;True;False;False;False;False;False;True;True;False;False;True;False;True;False;False;True;False;False;False;True;False;False
824782008.0;25;18000;2;9.0;52526;0.34;12.21;1;38.0;1228.0;10239.0;26.0;3.0;True;False;False;False;False;True;False;False;False;False;True;False;True;False;True;False;False;True;False;False;True;False;False;False;True;False;False
717561108.0;22;18000;3;6.0;46610;0.39;10.71;1;36.0;1629.0;34516.0;32.0;1.0;True;False;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;False
717127083.0;24;18000;2;5.0;48000;0.38;6.54;1;25.0;2076.0;15017.0;58.0;3.0;True;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;False
772460508.0;23;8000;3;0.0;24000;0.33;5.79;0;43.0;1231.0;4426.0;34.0;1.0;False;False;False;True;False;False;False;False;True;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;False;True
720484908.0;25;18000;2;2.0;55000;0.33;12.84;1;52.0;1655.0;2155.0;27.0;1.0;True;False;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;True;False;False;False
771237933.0;25;18000;4;2.0;55344;0.33;10.99;1;34.0;1477.0;20620.0;23.0;1.0;True;False;False;False;False;False;True;False;False;False;True;False;True;False;True;False;False;True;False;False;True;False;False;False;False;False;True
794664183.0;23;1375;4;5.0;24000;0.06;11.11;1;19.0;1501.0;3238.0;45.0;0.0;False;True;False;False;False;False;False;False;False;True;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;False;True
797488158.0;24;18000;3;2.0;56000;0.32;13.48;1;46.0;1313.0;14316.0;36.0;2.0;True;False;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;True;False;False
708543258.0;21;18000;2;2.0;50000;0.36;14.74;1;36.0;2045.0;2607.0;39.0;3.0;True;False;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;True;False;False
713650683.0;21;18000;2;5.0;52240;0.34;19.69;1;56.0;1591.0;3094.0;37.0;0.0;True;False;False;False;False;False;False;False;False;True;True;False;True;True;False;False;False;True;False;True;False;False;False;False;False;True;False
772532208.0;26;18000;3;2.0;53000;0.34;17.19;1;41.0;842.0;6630.0;24.0;2.0;True;False;False;False;False;True;False;False;False;False;False;True;True;True;False;False;False;False;True;True;False;False;True;False;False;False;False
714244383.0;22;18000;4;3.0;60000;0.3;16.32;0;36.0;1529.0;33406.0;30.0;3.0;True;False;False;False;True;False;False;False;False;False;True;False;True;False;True;False;False;True;False;False;True;False;False;False;False;False;True
718797558.0;22;18000;3;0.0;60000;0.3;9.33;0;30.0;2422.0;2917.0;46.0;1.0;True;False;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;False;True;False
778929783.0;25;18000;2;1.0;61500;0.29;13.23;0;22.0;781.0;1925.0;28.0;3.0;True;False;False;False;True;False;False;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;False;False;False;True;False
712821333.0;26;5000;3;10.0;24000;0.21;7.66;1;47.0;1825.0;9452.0;50.0;0.0;False;True;False;False;False;False;False;False;False;True;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;False;True
713325108.0;22;18000;4;0.0;62000;0.29;13.85;0;29.0;1845.0;7712.0;40.0;2.0;True;False;False;False;False;False;False;False;False;True;False;True;True;True;False;False;False;True;False;False;True;False;False;True;False;False;False
721120008.0;23;5600;3;1.0;24000;0.23;9.63;0;29.0;1555.0;2162.0;29.0;2.0;False;True;False;False;True;False;False;False;False;False;True;False;True;False;False;False;True;True;False;True;False;False;False;False;False;False;True
709633533.0;24;10000;4;2.0;24000;0.42;6.92;0;18.0;2789.0;1438.3;50.0;2.0;False;False;False;True;False;True;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;False;True
710789058.0;22;18000;4;0.0;63000;0.29;9.63;0;42.0;1308.0;34516.0;41.0;1.0;True;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;True;False;False;True;False;False;False;False;True;False
716174433.0;23;18000;3;1.0;63000;0.29;10.99;0;54.0;2489.0;2888.0;54.0;1.0;True;False;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;False;False;True
720352533.0;23;18000;3;2.0;63000;0.29;13.57;0;36.0;1483.0;20811.0;38.0;3.0;True;False;False;False;True;False;False;False;False;False;False;True;True;False;True;False;False;True;False;False;True;False;False;False;True;False;False
715210308.0;25;18000;3;9.0;65000;0.28;13.99;0;31.0;1260.0;15970.0;32.0;1.0;True;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;True;False;False
716604633.0;24;18000;4;1.0;59000;0.31;14.96;1;46.0;1865.0;6725.0;53.0;2.0;True;False;False;False;False;False;True;False;False;False;False;True;True;True;False;False;False;True;False;True;False;False;False;True;False;False;False
708431433.0;26;18000;4;2.0;59000;0.31;16.0;1;31.0;1463.0;11789.0;32.0;3.0;True;False;False;False;False;True;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;False
713053383.0;26;18000;2;2.0;60000;0.3;16.29;1;36.0;853.0;34516.0;12.0;3.0;True;False;False;False;False;False;True;False;False;False;False;True;True;True;False;False;False;False;True;False;True;False;False;False;False;True;False
716996583.0;25;18000;3;9.0;66000;0.27;10.25;0;37.0;1734.0;3073.0;35.0;3.0;True;False;False;False;True;False;False;False;False;False;True;False;True;False;False;True;False;True;False;False;True;False;False;False;True;False;False
718699683.0;21;18000;2;4.0;68000;0.26;10.65;0;36.0;1733.0;34516.0;54.0;3.0;True;False;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;False;True
771359958.0;24;18000;2;1.0;70000;0.26;9.88;0;26.0;1689.0;34516.0;42.0;4.0;True;False;False;False;False;False;True;False;False;False;True;False;True;False;False;False;True;True;False;False;True;True;False;False;False;False;False
778574283.0;25;18000;2;10.0;54400;0.28;16.0;1;46.0;2118.0;1438.3;64.0;1.0;True;False;False;False;False;False;False;False;False;True;False;True;True;True;False;False;False;True;False;True;False;False;False;False;False;False;True
813952233.0;25;18000;2;9.0;70200;0.26;16.45;0;39.0;1413.0;2978.0;46.0;3.0;True;False;False;False;True;False;False;False;False;False;True;False;True;False;True;False;False;True;False;False;True;False;False;False;False;True;False
709979583.0;25;18000;4;3.0;65000;0.28;15.33;1;46.0;1999.0;34516.0;54.0;3.0;True;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;False
709380333.0;26;18000;2;10.0;71820;0.25;11.83;0;36.0;1671.0;24545.0;45.0;1.0;True;False;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;False;True
803595858.0;24;18000;4;2.0;66000;0.27;14.54;1;51.0;594.0;1438.3;14.0;3.0;True;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;True;True;False;False;False;False;True;False;False
789875883.0;24;18000;2;4.0;72000;0.25;7.88;0;31.0;1391.0;2490.0;45.0;4.0;True;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;True;False;True;False;False;False;False;False;False;True
714661233.0;24;3000;2;3.0;24000;0.13;13.98;0;24.0;1729.0;10074.0;52.0;1.0;False;False;False;True;True;False;False;False;False;False;True;False;True;False;False;False;True;True;False;False;True;False;False;False;False;True;False
714173808.0;25;1200;4;0.0;24000;0.05;15.21;0;34.0;1389.0;4214.0;34.0;4.0;False;True;False;False;False;True;False;False;False;False;False;True;True;False;False;False;True;True;False;True;False;False;False;False;False;True;False
710754933.0;23;18000;4;7.0;75000;0.24;12.73;0;49.0;840.0;1438.3;20.0;0.0;True;False;False;False;True;False;False;False;False;False;False;True;True;True;False;False;False;False;True;True;False;False;False;False;False;True;False
709465758.0;25;3500;2;2.0;24000;0.15;15.58;1;53.0;902.0;1438.3;31.0;1.0;False;True;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;True;False;True;False;False;False;True;False;False;False
708358683.0;23;18000;3;7.0;75576;0.24;9.88;0;35.0;1665.0;34516.0;40.0;2.0;True;False;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;False
824761458.0;21;7000;2;2.0;24000;0.29;11.86;0;50.0;2489.0;9519.0;62.0;2.0;False;False;False;True;False;False;False;False;False;True;True;False;True;True;False;False;False;True;False;False;True;False;False;False;True;False;False
715362183.0;26;18000;2;6.0;78000;0.23;13.49;0;36.0;1688.0;3706.0;38.0;4.0;True;False;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;False;True;False
721194858.0;21;18000;2;6.0;80000;0.23;7.9;0;40.0;1725.0;4438.0;60.0;4.0;True;False;False;False;False;True;False;False;False;False;True;False;True;False;True;False;False;True;False;False;True;False;False;False;False;True;False
716198358.0;23;18000;3;5.0;80000;0.23;8.49;0;36.0;1852.0;2372.0;55.0;4.0;True;False;False;False;False;True;False;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;True;False;False;False
714081558.0;22;18000;4;1.0;80000;0.23;10.99;0;36.0;1387.0;2613.0;31.0;0.0;True;False;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;False;True;False
717364458.0;26;18000;3;3.0;80171;0.22;13.85;0;26.0;2053.0;4331.0;33.0;3.0;True;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;True;False;False
778755858.0;23;18000;2;7.0;81000;0.22;13.98;0;27.0;1881.0;3665.0;55.0;3.0;True;False;False;False;False;False;False;False;False;True;True;False;True;False;True;False;False;True;False;False;True;False;False;False;False;True;False
810220833.0;23;2800;3;1.0;24000;0.12;16.07;1;37.0;1562.0;15871.0;43.0;4.0;False;True;False;False;False;False;False;True;False;False;True;False;True;False;True;False;False;True;False;False;True;False;False;False;False;True;False
708267858.0;23;18000;4;3.0;76500;0.24;10.65;1;36.0;2098.0;6088.0;52.0;0.0;True;False;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;True;False;False
715588908.0;24;8500;2;4.0;24000;0.35;15.7;0;32.0;3132.0;6158.0;66.0;4.0;False;True;False;False;True;False;False;False;False;False;True;False;True;False;False;False;True;True;False;True;False;False;False;False;False;True;False
772674933.0;26;2100;3;5.0;24000;0.09;13.11;0;41.0;2036.0;5638.0;50.0;1.0;False;True;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;False;True
720148983.0;22;18000;2;6.0;82570;0.22;15.27;0;40.0;1724.0;2178.0;47.0;1.0;True;False;False;False;False;True;False;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;False;False;True
720650208.0;26;6000;4;1.0;24000;0.25;10.99;0;22.0;1561.0;12588.0;26.0;3.0;False;True;False;False;False;False;True;False;False;False;True;False;True;False;True;False;False;True;False;True;False;False;False;False;False;False;True
769732233.0;25;18000;3;5.0;84000;0.21;9.88;0;34.0;1085.0;11942.0;29.0;5.0;True;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;False
713030958.0;22;2500;2;6.0;24000;0.1;7.14;0;44.0;1964.0;3914.0;54.0;2.0;False;True;False;False;False;False;False;False;False;True;True;False;True;True;False;False;False;True;False;True;False;False;False;False;False;False;True
711320508.0;25;18000;4;0.0;85000;0.21;11.71;0;49.0;1762.0;3038.0;34.0;4.0;True;False;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;False
795795408.0;26;18000;2;10.0;86000;0.21;8.49;0;47.0;1514.0;5579.0;47.0;2.0;True;False;False;False;False;True;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;False;True
717904383.0;23;18000;2;2.0;87000;0.21;11.89;0;31.0;1516.0;18693.0;44.0;2.0;True;False;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;False
714115533.0;23;18000;4;1.0;88000;0.2;13.16;0;18.0;2591.0;2943.0;55.0;0.0;True;False;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;False
712475733.0;23;18000;4;4.0;90000;0.2;8.88;0;28.0;1847.0;2435.0;39.0;3.0;True;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;True;False;False
718996758.0;24;18000;4;3.0;95000;0.19;8.49;0;30.0;1629.0;2077.0;36.0;2.0;True;False;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;False;True;False
713049933.0;26;18000;3;9.0;95000;0.19;15.31;0;36.0;2144.0;5756.0;44.0;1.0;True;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;True;False;False
720007383.0;24;18000;3;8.0;102000;0.18;12.53;0;28.0;803.0;4411.0;15.0;2.0;True;False;False;False;True;False;False;False;False;False;False;True;True;False;False;False;True;False;True;True;False;True;False;False;False;False;False
718301508.0;24;18000;4;4.0;110000;0.16;12.18;0;30.0;1457.0;9428.0;43.0;2.0;True;False;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;True;False;False
714831033.0;23;18000;3;7.0;87550;0.17;7.51;1;47.0;1114.0;6065.0;27.0;5.0;True;False;False;False;False;False;False;False;False;True;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;False
710653158.0;26;18000;4;6.0;116004;0.16;11.83;0;21.0;1925.0;5024.0;40.0;4.0;True;False;False;False;False;True;False;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;False;True;False
708856983.0;24;18000;3;8.0;121000;0.15;18.3;0;27.0;694.0;13873.0;18.0;3.0;True;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;True;False;True;False;False;True;False;False;False
709961958.0;22;18000;3;3.0;125000;0.14;14.79;0;45.0;1060.0;21065.0;32.0;4.0;True;False;False;False;False;False;False;False;False;True;False;True;True;False;False;True;False;False;True;True;False;False;False;False;True;False;False
721265883.0;25;5000;3;4.0;24000;0.21;10.95;0;13.0;2510.0;2174.0;44.0;1.0;False;False;False;True;False;False;False;False;False;True;True;False;True;False;False;False;True;True;False;False;True;False;False;False;False;True;False
715049583.0;22;18000;3;5.0;144500;0.12;13.72;0;54.0;1169.0;3398.0;31.0;1.0;True;False;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;True;False;False;True;True;False;False;False;False;False
715394883.0;24;18000;4;8.0;155000;0.12;10.62;0;36.0;1852.0;4319.0;47.0;2.0;True;False;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;True;False;False
773448558.0;22;5000;3;6.0;24000;0.21;12.21;0;40.0;1257.0;3673.0;34.0;3.0;False;False;False;True;False;False;False;False;False;True;True;False;True;False;False;True;False;True;False;False;True;False;False;False;False;True;False
717249783.0;21;17950;3;3.0;75000;0.24;10.91;0;39.0;1931.0;1815.0;67.0;4.0;True;False;False;False;True;False;False;False;False;False;True;False;True;False;True;False;False;True;False;False;True;True;False;False;False;False;False
712003083.0;25;7000;3;0.0;24000;0.29;9.63;0;36.0;1612.0;34516.0;33.0;1.0;False;False;False;True;False;False;False;False;False;True;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;False
717412608.0;23;17800;3;1.0;62050;0.24;16.35;1;28.0;738.0;7225.0;16.0;2.0;True;False;False;False;False;False;False;False;False;True;False;True;True;True;False;False;False;False;True;True;False;False;False;False;True;False;False
754282908.0;23;1500;2;1.0;24000;0.06;12.21;0;43.0;2022.0;3368.0;59.0;1.0;False;False;False;True;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;True;False;False;False
719412258.0;22;17750;4;0.0;48000;0.37;13.49;1;30.0;1558.0;5202.0;48.0;3.0;True;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;True;False;True;False;False;False;False;False;True;False
788675658.0;22;17700;2;6.0;65000;0.27;11.49;0;29.0;1670.0;1923.0;37.0;2.0;True;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;True;False;True;False;True;False;False;False;False;False
717683583.0;26;8000;3;5.0;24000;0.33;9.76;0;36.0;1388.0;6929.0;27.0;3.0;False;True;False;False;False;False;False;False;True;False;True;False;True;False;False;False;True;True;False;False;True;False;False;False;True;False;False
820584408.0;24;8000;4;3.0;24000;0.33;11.34;0;44.0;1392.0;4364.0;38.0;3.0;False;True;False;False;True;False;False;False;False;False;False;True;True;False;False;False;True;True;False;True;False;False;False;False;False;True;False
719392833.0;22;3975;3;2.0;24000;0.17;13.87;0;38.0;1311.0;2400.0;34.0;3.0;False;True;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;False;True;False
718595583.0;23;17625;4;1.0;45000;0.39;8.9;1;36.0;1777.0;25878.0;54.0;3.0;True;False;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;False
715511658.0;22;17600;2;4.0;65500;0.27;10.74;0;39.0;1431.0;4568.0;27.0;5.0;True;False;False;False;True;False;False;False;False;False;True;False;True;False;True;False;False;True;False;True;False;False;False;True;False;False;False
711999783.0;24;17600;2;1.0;70000;0.25;10.62;0;31.0;1406.0;4740.0;23.0;3.0;True;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;False;True
789920883.0;21;5000;2;2.0;24000;0.21;8.7;0;36.0;2959.0;11189.0;58.0;3.0;False;True;False;False;True;False;False;False;False;False;True;False;True;False;False;False;True;True;False;True;False;False;False;False;False;True;False
712120608.0;23;3500;2;5.0;24091;0.15;12.99;0;27.0;861.0;3575.0;15.0;3.0;False;True;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;True;False;True;False;False;False;False;False;True
715482483.0;24;17600;4;5.0;72250;0.21;17.19;1;36.0;2253.0;3184.0;59.0;0.0;True;False;False;False;False;False;False;False;False;True;False;True;True;False;False;False;True;True;False;False;True;False;False;False;True;False;False
709584483.0;25;17500;3;1.0;32400;0.54;15.95;1;25.0;1805.0;3030.0;44.0;3.0;True;False;False;False;False;False;True;False;False;False;False;True;True;True;False;False;False;True;False;True;False;False;False;False;False;True;False
788677533.0;23;17500;4;2.0;36000;0.49;14.22;1;31.0;1594.0;34516.0;43.0;4.0;True;False;False;False;False;True;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;True;False;False;False;False;False
716284308.0;21;17500;2;3.0;37232;0.47;12.53;1;55.0;1319.0;6099.0;34.0;2.0;True;False;False;False;False;False;False;False;False;True;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;False
720848733.0;21;4500;4;3.0;24300;0.19;11.83;0;24.0;1815.0;13363.0;33.0;1.0;False;False;False;True;False;False;False;False;False;True;True;False;True;True;False;False;False;True;False;False;True;False;False;False;True;False;False
708480333.0;21;4000;4;2.0;24396;0.16;15.05;0;36.0;2229.0;2163.0;57.0;0.0;False;True;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;True;False;False;True;True;False;False;False;False;False
826723308.0;24;17500;4;6.0;40800;0.43;10.62;1;54.0;1008.0;3452.0;21.0;3.0;True;False;False;False;False;False;False;False;False;True;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;False;True
801369258.0;22;1800;4;2.0;24449;0.07;11.89;0;41.0;1757.0;4466.0;59.0;5.0;False;False;False;True;False;True;False;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;True;False;False;False
779707308.0;25;17500;4;6.0;44000;0.4;12.53;1;18.0;2229.0;7583.0;53.0;1.0;True;False;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;False;True;False
711688158.0;23;17500;4;5.0;47500;0.37;13.61;1;27.0;1498.0;11760.0;49.0;5.0;True;False;False;False;False;False;False;False;False;True;True;False;True;False;False;False;True;True;False;False;True;False;False;False;False;True;False
711848658.0;22;17500;2;7.0;49176;0.36;13.85;1;17.0;1790.0;2259.0;31.0;3.0;True;False;False;False;False;False;False;False;False;True;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;False;True
715855083.0;23;17500;4;7.0;49270;0.36;13.85;1;36.0;2793.0;19762.0;67.0;4.0;True;False;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;True;False;False
778971408.0;23;17500;2;3.0;53352;0.33;6.54;1;17.0;1968.0;2803.0;64.0;4.0;True;False;False;False;False;True;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;True;False;False;False;False
711648708.0;24;17500;3;7.0;54996;0.32;17.19;1;36.0;4088.0;25666.0;84.0;3.0;True;False;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;False
737925558.0;24;17500;4;5.0;58000;0.3;13.49;0;56.0;1439.0;4234.0;42.0;0.0;True;False;False;False;True;False;False;False;False;False;False;True;True;True;False;False;False;True;False;False;True;False;True;False;False;False;False
713149683.0;23;17500;4;1.0;59000;0.3;9.25;0;24.0;1264.0;9297.0;31.0;3.0;True;False;False;False;True;False;False;False;False;False;True;False;True;False;False;False;True;True;False;True;False;False;False;False;False;False;True
771903033.0;26;17500;4;10.0;60000;0.29;6.54;0;25.0;2017.0;2999.0;40.0;1.0;True;False;False;False;False;True;False;False;False;False;True;False;True;True;False;False;False;True;False;True;False;False;False;False;False;True;False
803347908.0;26;17500;2;4.0;75000;0.23;7.9;0;28.0;2327.0;15987.0;65.0;1.0;True;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;True;True;False;True;False;False;False;False;False;True;False
817285758.0;22;5500;2;1.0;24900;0.22;13.16;1;33.0;1721.0;16435.0;56.0;4.0;False;True;False;False;False;False;False;False;False;True;True;False;True;False;False;False;True;True;False;False;True;False;False;False;False;True;False
711480108.0;25;17500;2;2.0;95950;0.18;11.71;0;24.0;1888.0;5335.0;43.0;4.0;True;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;True;False;False
710522433.0;21;2000;3;0.0;24960;0.08;13.99;0;46.0;2372.0;2416.0;53.0;0.0;False;True;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;True;False;False;True;False;False;False;False;True;False
709662708.0;23;17475;2;2.0;40000;0.44;9.91;1;53.0;1953.0;3506.0;61.0;1.0;True;False;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;True;False;False
709224858.0;21;17475;2;3.0;45408;0.38;9.91;1;36.0;1652.0;3610.0;40.0;2.0;True;False;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;True;False;False;False
821771508.0;23;5000;2;4.0;24996;0.2;12.69;0;28.0;1939.0;3172.0;36.0;0.0;False;True;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;True;False;False
712216533.0;22;17475;3;0.0;58000;0.3;7.51;0;34.0;1715.0;8206.0;43.0;5.0;True;False;False;False;True;False;False;False;False;False;True;False;True;False;False;False;True;True;False;False;True;True;False;False;False;False;False
779046408.0;24;17400;4;7.0;82000;0.21;11.99;0;41.0;1238.0;2458.0;30.0;0.0;True;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;False
708595158.0;24;17400;2;1.0;96000;0.18;10.37;0;36.0;2389.0;1677.0;43.0;0.0;True;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;True;False;True;False;False;False;False;False;True;False
757266933.0;24;17400;4;5.0;133000;0.13;11.71;0;45.0;2431.0;11819.0;46.0;2.0;True;False;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;True;False;False;False
816776283.0;24;17200;3;8.0;95000;0.18;17.58;0;37.0;1534.0;34516.0;30.0;4.0;True;False;False;False;False;False;False;False;True;False;True;False;True;False;True;False;False;True;False;False;True;False;False;False;True;False;False
719904333.0;23;17000;2;6.0;35000;0.49;10.37;1;36.0;2229.0;1459.0;52.0;0.0;True;False;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;False
718264233.0;26;17000;2;1.0;29400;0.58;12.99;1;13.0;2449.0;1458.0;56.0;0.0;True;False;False;False;False;False;True;False;False;False;False;True;True;True;False;False;False;True;False;False;True;False;False;False;True;False;False
784798683.0;21;7000;2;3.0;24996;0.28;15.58;0;32.0;1999.0;1438.3;39.0;2.0;False;False;False;True;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;True;False;False
710899833.0;22;17000;4;1.0;40000;0.42;10.65;1;18.0;569.0;7758.0;23.0;2.0;True;False;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;False;True;False;True;False;False;False;False;True;False
780025908.0;22;17000;3;2.0;41400;0.41;12.87;1;30.0;1293.0;10836.0;31.0;2.0;True;False;False;False;False;False;False;False;False;True;True;False;True;True;False;False;False;True;False;True;False;False;False;True;False;False;False
713610033.0;22;17000;4;5.0;42000;0.4;7.66;1;36.0;1314.0;5062.0;40.0;3.0;True;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;True;False;False;True;False;False;True;False;False;False
709364433.0;24;17000;3;4.0;43275;0.39;13.47;1;30.0;1571.0;3399.0;34.0;3.0;True;False;False;False;False;False;False;False;False;True;True;False;True;True;False;False;False;True;False;True;False;False;False;False;True;False;False
713086908.0;24;17000;2;3.0;45792;0.37;10.38;1;36.0;2520.0;2212.0;51.0;0.0;True;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;True;False;False;True;False;False;False;True;False;False
709793133.0;23;17000;4;8.0;47000;0.36;9.99;1;36.0;1531.0;3186.0;37.0;2.0;True;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;True;False;True;False;True;False;False;False;False;False
710032608.0;25;17000;3;7.0;49896;0.34;16.82;1;32.0;1558.0;5927.0;46.0;1.0;True;False;False;False;True;False;False;False;False;False;True;False;True;False;False;False;True;True;False;True;False;False;False;False;False;True;False
779351208.0;24;17000;3;3.0;50000;0.34;13.79;1;34.0;1902.0;5176.0;56.0;2.0;True;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;True;True;False;False;True;True;False;False;False;False;False
719776608.0;23;8000;2;1.0;24996;0.32;11.26;0;37.0;1388.0;3126.0;41.0;2.0;False;False;False;True;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;False
